image,arith_mean,arith_sort,arith_skew,arith_kurt,geom_mean,geom_sort,geom_skew,geom_kurt,p=5,p=10,p=16,p=25,p=50,p=75,p=84,p=90,p=95,prc_silt,prc_sand,prc_gravel,prc_cobble,9.637215,14.217091,18.796966,23.376841,27.956716,32.536591,37.116467,41.696342,46.276217,50.856092,55.435968,60.015843,64.595718,69.175593,73.755469,78.335344,82.915219,87.495094,92.074970,96.654845,101.234720,105.814595,110.394470

PICT0358.JPG,43.406235,19.546999,0.009902,0.038125,37.132908,181.008643,-0.033690,1.043436,15.896567,19.341659,22.816314,27.017462,37.347950,51.205152,60.084799,68.486326,80.955173,NaN,NaN,NaN,NaN,0.004368,0.022125,0.064101,0.079085,0.101043,0.109093,0.114659,0.109358,0.082396,0.059932,0.050420,0.042881,0.036021,0.028864,0.021792,0.016273,0.013270,0.011088,0.009526,0.008006,0.006523,0.005205,0.003971
