image,arith_mean,arith_sort,arith_skew,arith_kurt,geom_mean,geom_sort,geom_skew,geom_kurt,p=5,p=10,p=16,p=25,p=50,p=75,p=84,p=90,p=95,prc_silt,prc_sand,prc_gravel,prc_cobble,13.444948,19.928689,26.412430,32.896172,39.379913,45.863655,52.347396,58.831138,65.314879,71.798620,78.282362,84.766103,91.249845,97.733586,104.217327,110.701069,117.184810,123.668552,130.152293,136.636034,143.119776,149.603517,156.087259
PICT0360.JPG,64.958764,34.283915,0.008249,0.027792,53.377074,140.307577,0.054190,0.898297,20.158677,24.831725,29.567015,35.923458,51.190255,84.494738,100.477664,116.425825,131.409277,NaN,NaN,NaN,NaN,0.012005,0.035533,0.069374,0.088559,0.095371,0.112222,0.105826,0.074536,0.048417,0.034065,0.034688,0.041129,0.041404,0.035354,0.027222,0.023789,0.023228,0.022935,0.020836,0.018102,0.014771,0.011748,0.008887
PICT0365.JPG,49.271684,23.905585,0.009024,0.035813,41.078130,165.993549,-0.057318,0.918156,16.442685,20.152554,23.742576,28.173200,41.654677,60.921245,70.087469,79.118006,92.538422,NaN,NaN,NaN,NaN,0.015748,0.036844,0.077665,0.110490,0.112544,0.102901,0.078783,0.071566,0.071282,0.066826,0.058497,0.047647,0.037136,0.028038,0.020541,0.015107,0.011630,0.008972,0.007357,0.006138,0.005284,0.004714,0.004290
PICT0366.JPG,63.489523,33.730766,0.009433,0.034894,51.305876,139.455554,-0.064943,0.861360,18.501070,23.379485,26.937412,32.477404,52.171687,80.260838,96.097165,108.323765,123.882173,NaN,NaN,NaN,NaN,0.023389,0.079059,0.133754,0.092929,0.092214,0.112099,0.091531,0.060877,0.048729,0.044940,0.044084,0.041388,0.035679,0.028435,0.020932,0.014425,0.010328,0.007231,0.005310,0.003981,0.003217,0.002829,0.002641
PICT0367.JPG,51.263357,27.335185,0.010176,0.038867,40.588770,147.862316,-0.087282,0.937348,14.663953,17.445016,21.061916,27.423706,42.046178,63.763977,75.508051,85.674574,101.010761,NaN,NaN,NaN,NaN,0.028084,0.116570,0.087806,0.112463,0.117585,0.091180,0.082366,0.070087,0.057654,0.050263,0.045352,0.036788,0.027164,0.019471,0.014186,0.011121,0.008661,0.006538,0.005016,0.003876,0.003094,0.002548,0.002127
PICT0368.JPG,52.317441,26.327806,0.009880,0.037735,42.479612,155.775937,-0.110707,1.053965,15.459203,19.388240,23.473259,29.989784,44.463541,63.234756,73.445331,85.443998,105.284516,NaN,NaN,NaN,NaN,0.012931,0.071235,0.087309,0.081387,0.087483,0.117724,0.104897,0.085900,0.067589,0.060163,0.052583,0.039233,0.026291,0.017962,0.014233,0.014166,0.014117,0.013473,0.010751,0.008136,0.005620,0.003991,0.002826
PICT0369.JPG,50.893558,28.620618,0.011090,0.041454,39.961057,146.087036,-0.066004,0.922082,12.413943,17.162390,20.870852,25.220362,40.263555,64.466611,75.937902,86.568747,102.547275,NaN,NaN,NaN,NaN,0.058892,0.114421,0.153782,0.111280,0.098477,0.083592,0.063817,0.062885,0.059381,0.049953,0.038626,0.028257,0.020306,0.014642,0.010712,0.008266,0.006440,0.004871,0.003612,0.002685,0.002074,0.001666,0.001365
PICT0370.JPG,37.633987,19.509874,0.011873,0.042962,30.657540,170.379309,0.018682,0.950577,12.197952,14.754103,17.280313,20.799604,30.153497,45.202369,55.299676,63.497674,73.819908,NaN,NaN,NaN,NaN,0.016185,0.097723,0.126858,0.136258,0.130816,0.116501,0.076437,0.051691,0.046094,0.042573,0.038944,0.032431,0.024987,0.018380,0.012990,0.008936,0.006458,0.004622,0.003581,0.002746,0.002101,0.001576,0.001113
PICT0371.JPG,43.712521,26.992160,0.016335,0.056285,33.928358,154.299822,0.167378,1.016299,13.240779,16.112968,19.364733,22.435566,31.402131,50.481739,64.227037,79.491789,98.919508,NaN,NaN,NaN,NaN,0.050771,0.119636,0.205863,0.160783,0.104822,0.074060,0.047835,0.045100,0.037414,0.027463,0.022528,0.020004,0.017277,0.014345,0.011506,0.009092,0.007207,0.005664,0.004813,0.004168,0.003716,0.003224,0.002710
PICT0372.JPG,54.578617,35.290790,0.018197,0.071281,37.893794,124.369668,-0.126020,1.330411,5.545120,11.090240,17.744384,24.594636,37.852179,63.184908,81.012580,97.256409,118.608815,NaN,NaN,NaN,NaN,0.201156,0.233225,0.154772,0.109798,0.068548,0.055581,0.044772,0.037121,0.029537,0.018843,0.011710,0.008140,0.006105,0.004951,0.004253,0.003478,0.002627,0.001830,0.001311,0.000907,0.000615,0.000426,0.000293
PICT0373.JPG,51.900350,31.513911,0.014781,0.060411,38.559010,138.272195,-0.221910,1.109811,6.444524,12.889047,18.644492,23.330382,40.638560,64.802703,75.663909,86.230568,102.476885,NaN,NaN,NaN,NaN,0.134255,0.161592,0.118593,0.110613,0.094072,0.080601,0.077868,0.066632,0.049241,0.033945,0.021129,0.011840,0.006639,0.004359,0.003835,0.004306,0.004439,0.004320,0.003632,0.002927,0.002204,0.001684,0.001273
PICT0374.JPG,55.367591,33.756073,0.015410,0.059240,40.053043,128.685219,-0.104793,1.265409,6.093314,12.186629,19.498606,25.490620,39.082992,66.279554,84.317004,97.798083,116.467468,NaN,NaN,NaN,NaN,0.183059,0.229635,0.162664,0.105522,0.067612,0.053503,0.055837,0.046052,0.031949,0.022636,0.014323,0.008612,0.005577,0.003866,0.002728,0.001956,0.001398,0.000957,0.000716,0.000524,0.000381,0.000283,0.000210
PICT0375.JPG,51.682726,33.145257,0.019521,0.077879,35.079543,127.463885,-0.123586,1.422074,5.197645,10.395290,16.632464,23.810518,35.292488,58.214337,73.539881,88.846043,115.616198,NaN,NaN,NaN,NaN,0.214605,0.257252,0.148546,0.107270,0.077170,0.050710,0.041861,0.027102,0.017753,0.014114,0.010997,0.008925,0.007050,0.005259,0.003662,0.002486,0.001709,0.001127,0.000842,0.000611,0.000431,0.000306,0.000211
PICT0376.JPG,54.118304,29.661448,0.010156,0.037542,42.855322,143.684508,-0.027206,0.851973,15.539698,18.657337,22.334456,27.436292,42.865783,69.282434,82.210658,92.554629,106.596927,NaN,NaN,NaN,NaN,0.035275,0.113421,0.124757,0.115817,0.111427,0.090077,0.069447,0.055140,0.047515,0.050650,0.047522,0.038378,0.029179,0.021318,0.014863,0.010140,0.007105,0.004833,0.003620,0.002820,0.002410,0.002197,0.002089
PICT0377.JPG,49.900941,32.379585,0.015477,0.052276,37.300097,135.065356,0.048172,0.985123,12.534427,16.437958,19.053056,23.201583,36.459753,58.895566,74.705321,91.965274,117.640706,NaN,NaN,NaN,NaN,0.058326,0.162261,0.137955,0.132195,0.105373,0.081724,0.058721,0.051656,0.038305,0.027201,0.024526,0.023238,0.019453,0.014576,0.010108,0.007736,0.007077,0.007016,0.007394,0.007366,0.006954,0.006023,0.004818
PICT0378.JPG,54.734038,28.723780,0.008441,0.030859,44.913270,148.979442,-0.021171,0.902220,15.754612,20.146023,24.498123,29.818883,44.234637,71.089885,83.604324,92.986645,106.669121,NaN,NaN,NaN,NaN,0.016809,0.058222,0.080847,0.100547,0.114855,0.102978,0.071260,0.067999,0.059434,0.044013,0.037581,0.041628,0.044523,0.041046,0.032444,0.022181,0.015769,0.011145,0.009147,0.007897,0.007346,0.006593,0.005734
PICT0379.JPG,49.833009,25.361605,0.008766,0.034425,40.612646,154.033322,-0.136354,0.947203,14.489939,18.298640,21.477920,26.754896,42.776630,60.622623,72.909658,83.872306,95.955261,NaN,NaN,NaN,NaN,0.022117,0.078035,0.112307,0.089250,0.092485,0.094481,0.097674,0.087463,0.070115,0.051421,0.038385,0.033855,0.031598,0.027757,0.022085,0.015704,0.011211,0.007670,0.005683,0.004111,0.002924,0.002130,0.001541
PICT0380.JPG,42.125902,23.980015,0.012287,0.039783,33.688497,156.814357,0.113858,1.001288,12.773559,16.353517,18.901677,22.376795,31.650559,49.909920,63.909170,77.626825,90.672656,NaN,NaN,NaN,NaN,0.030488,0.076112,0.140204,0.172200,0.112449,0.081540,0.072209,0.061764,0.042839,0.032347,0.027903,0.024148,0.022355,0.021947,0.021408,0.018317,0.013913,0.009551,0.006506,0.004405,0.003175,0.002389,0.001834
PICT0381.JPG,48.659263,27.226375,0.013755,0.052537,38.045260,152.997495,-0.061062,0.968438,13.857096,16.848143,20.413211,25.541098,39.082652,58.641762,69.024984,79.343502,98.772093,NaN,NaN,NaN,NaN,0.043110,0.108387,0.113798,0.105732,0.135174,0.098824,0.077044,0.069981,0.060640,0.047736,0.035572,0.024483,0.016655,0.011551,0.008225,0.006146,0.005583,0.005566,0.006019,0.005974,0.005460,0.004652,0.003690
PICT0385.JPG,56.263032,32.497494,0.012335,0.042753,43.521347,138.779918,-0.034814,0.992175,15.694209,18.774208,22.603992,29.054465,44.557466,67.944239,81.846734,99.662504,122.717997,NaN,NaN,NaN,NaN,0.032587,0.114807,0.097935,0.114432,0.117262,0.098639,0.074982,0.066780,0.060346,0.046008,0.032087,0.023706,0.019991,0.017802,0.015761,0.013553,0.011671,0.009926,0.008353,0.007127,0.006229,0.005402,0.004613
PICT0386.JPG,52.530690,28.169561,0.011768,0.042692,42.256219,152.399383,-0.055353,0.991136,15.688418,19.815789,23.248063,28.254193,43.248277,62.735775,75.044062,88.889621,107.989376,NaN,NaN,NaN,NaN,0.022822,0.078546,0.114527,0.120067,0.107814,0.094242,0.090886,0.082551,0.064013,0.046626,0.035784,0.028130,0.022009,0.018200,0.015967,0.013442,0.010782,0.008382,0.007018,0.005884,0.004966,0.004095,0.003248
PICT0387.JPG,49.381652,27.487705,0.011898,0.041478,39.262812,151.769793,-0.020159,0.966767,14.520041,18.464834,21.494117,25.837166,39.682192,59.904685,70.962505,85.082618,105.555331,NaN,NaN,NaN,NaN,0.023323,0.073614,0.117737,0.132680,0.101710,0.085554,0.077618,0.073069,0.064865,0.054303,0.041426,0.028800,0.021273,0.017292,0.015093,0.013616,0.011856,0.010158,0.008939,0.008002,0.007329,0.006402,0.005341
PICT0388.JPG,37.728896,20.003547,0.010778,0.036334,30.777453,169.520251,0.061796,0.997411,11.832626,14.827507,17.752911,21.215098,29.674483,46.131713,55.340781,65.889858,78.360162,NaN,NaN,NaN,NaN,0.012052,0.053854,0.081568,0.109139,0.137168,0.111305,0.076955,0.064962,0.057818,0.051685,0.045517,0.036108,0.027679,0.022577,0.020019,0.018252,0.015879,0.013561,0.011903,0.010336,0.008850,0.007242,0.005572
PICT0389.JPG,41.588388,24.358308,0.014370,0.048711,32.409644,158.082402,0.055375,1.117566,11.955224,14.737818,18.144362,22.914757,31.657686,48.647629,59.265492,74.737168,93.131118,NaN,NaN,NaN,NaN,0.039601,0.097923,0.092914,0.166804,0.142404,0.095077,0.066414,0.058226,0.051142,0.037452,0.024717,0.017673,0.015411,0.015280,0.015332,0.013610,0.011416,0.009277,0.007746,0.006568,0.005716,0.004985,0.004315
PICT0390.JPG,40.355809,22.349346,0.014807,0.056341,31.749326,165.236100,-0.003425,0.971016,12.680304,14.965580,17.707911,21.278732,32.002380,46.994067,56.474695,67.661084,82.869092,NaN,NaN,NaN,NaN,0.043123,0.130057,0.153833,0.137657,0.116453,0.100744,0.082546,0.059016,0.039433,0.029856,0.024111,0.019752,0.015596,0.011794,0.008648,0.006737,0.005364,0.004189,0.003199,0.002495,0.002057,0.001773,0.001568
PICT0391.JPG,43.971242,19.789193,0.009011,0.037656,37.160389,179.134150,-0.169520,1.052809,15.148519,19.091655,22.018729,26.593659,39.695814,51.430963,58.708880,68.470128,82.453610,NaN,NaN,NaN,NaN,0.003595,0.035182,0.055182,0.093880,0.088501,0.084385,0.084493,0.097273,0.107725,0.091402,0.066800,0.044198,0.029313,0.021364,0.017752,0.016073,0.014327,0.012490,0.010402,0.008579,0.006995,0.005653,0.004434
PICT0392.JPG,37.196397,21.768203,0.015480,0.057967,28.621599,163.244559,-0.013996,1.022221,9.723634,13.106116,15.606679,19.012467,28.605224,44.062260,52.520131,62.382312,79.120488,NaN,NaN,NaN,NaN,0.058499,0.130760,0.151397,0.142445,0.104656,0.084349,0.078063,0.064078,0.046838,0.030842,0.022459,0.017644,0.013558,0.010241,0.007876,0.006838,0.006258,0.005723,0.004934,0.004156,0.003390,0.002770,0.002226
PICT0393.JPG,49.584615,26.650095,0.009724,0.039045,38.546572,149.880709,-0.098812,0.908186,13.055516,16.367871,19.986146,25.700204,39.850560,63.181750,71.910744,81.827887,95.824324,NaN,NaN,NaN,NaN,0.051492,0.107605,0.102124,0.104796,0.128277,0.078687,0.059176,0.066650,0.076302,0.064147,0.043371,0.031782,0.023735,0.016813,0.011095,0.008104,0.006505,0.005328,0.004311,0.003416,0.002636,0.002059,0.001589
PICT0394.JPG,54.309897,29.904187,0.009580,0.036062,42.774218,141.133239,-0.066640,0.867597,14.697692,17.894975,21.730730,27.336817,43.537219,69.851149,82.720134,92.942776,107.088599,NaN,NaN,NaN,NaN,0.048810,0.110596,0.113536,0.103665,0.114919,0.095576,0.067876,0.054117,0.050538,0.050194,0.047965,0.039980,0.029920,0.021214,0.014694,0.010562,0.007617,0.005272,0.003894,0.002947,0.002410,0.002012,0.001688
PICT0395.JPG,37.157807,16.284354,0.007301,0.033551,31.437782,188.236226,-0.157279,0.958119,12.985264,15.721700,18.547620,22.605907,33.179703,45.343969,50.488794,56.559394,66.094461,NaN,NaN,NaN,NaN,0.003864,0.028557,0.070322,0.082353,0.086568,0.089092,0.094891,0.089207,0.078544,0.075106,0.078276,0.063559,0.043191,0.028796,0.020842,0.016189,0.013019,0.010419,0.008506,0.006742,0.005111,0.003913,0.002933
PICT0396.JPG,48.529479,26.327314,0.010873,0.041712,38.312347,151.578942,-0.059830,0.899243,13.815751,16.734287,20.226032,25.300249,39.046824,61.084332,71.206534,80.279087,95.566896,NaN,NaN,NaN,NaN,0.043647,0.111079,0.115001,0.132250,0.103334,0.086387,0.074968,0.062906,0.058794,0.056827,0.045494,0.030255,0.019866,0.013812,0.010357,0.008428,0.007065,0.005820,0.004447,0.003337,0.002474,0.001921,0.001533
PICT0397.JPG,39.047249,19.725760,0.014150,0.053610,31.778748,177.534778,-0.059733,1.076380,13.133671,16.277785,18.683411,22.510636,32.841278,44.514247,52.303906,61.835653,78.719664,NaN,NaN,NaN,NaN,0.016023,0.063708,0.124606,0.111305,0.118575,0.137601,0.112449,0.080699,0.059779,0.040823,0.028566,0.020841,0.015771,0.012441,0.010308,0.009222,0.008435,0.007651,0.006615,0.005436,0.004124,0.003015,0.002009
PICT0398.JPG,40.839138,24.203365,0.015248,0.058638,31.121061,153.907227,-0.087498,1.091875,7.673368,13.931669,16.288267,19.823164,31.261385,49.024670,59.194325,69.508097,85.634852,NaN,NaN,NaN,NaN,0.087608,0.165080,0.144274,0.137782,0.107422,0.076340,0.064613,0.054491,0.042788,0.030320,0.021934,0.015778,0.011760,0.009232,0.007445,0.005681,0.004322,0.003226,0.002669,0.002254,0.001974,0.001665,0.001341
PICT0399.JPG,33.558184,17.695508,0.012279,0.048678,26.792441,173.707495,-0.091825,1.034417,8.454597,12.090013,14.643402,18.020395,27.222523,40.518101,48.246577,54.793942,65.349540,NaN,NaN,NaN,NaN,0.061914,0.117395,0.138210,0.135916,0.131761,0.098328,0.065588,0.060538,0.054039,0.041633,0.026657,0.018297,0.014147,0.010834,0.007594,0.005077,0.003598,0.002531,0.001950,0.001477,0.001105,0.000823,0.000588
PICT0400.JPG,37.678828,21.860238,0.015480,0.059878,28.620354,161.860738,-0.065955,1.050100,8.414580,13.300492,15.414757,18.630463,29.007095,44.870166,52.430508,62.540371,80.006973,NaN,NaN,NaN,NaN,0.073480,0.168691,0.145351,0.140683,0.093532,0.088696,0.084522,0.060874,0.034819,0.021225,0.017104,0.015849,0.013651,0.010797,0.007943,0.005766,0.004394,0.003344,0.002669,0.002142,0.001754,0.001470,0.001241
PICT0405.JPG,28.363459,13.707029,0.012810,0.044357,23.823562,198.100296,0.068047,1.031599,10.998533,13.090568,14.732999,16.961580,23.344504,32.353766,39.313732,47.119232,55.882684,NaN,NaN,NaN,NaN,0.002208,0.028189,0.077285,0.128068,0.145852,0.110856,0.105337,0.090900,0.071479,0.047909,0.031658,0.025984,0.024576,0.022886,0.019850,0.015341,0.012114,0.009561,0.008179,0.006967,0.005902,0.004920,0.003979
PICT0407.JPG,32.038025,19.694728,0.013937,0.049214,23.941735,156.608252,-0.089106,1.161735,4.801223,9.602446,12.140149,15.090380,23.840216,39.100559,47.416847,56.685975,71.354972,NaN,NaN,NaN,NaN,0.109027,0.152406,0.147476,0.134675,0.089694,0.070056,0.063847,0.056371,0.041591,0.029329,0.022054,0.017256,0.013997,0.011900,0.010394,0.008771,0.006961,0.005172,0.003619,0.002390,0.001460,0.000935,0.000620
PICT0408.JPG,36.742715,22.332814,0.015734,0.058720,27.749595,155.497141,-0.104280,1.193211,5.996283,11.992566,14.410750,17.645802,28.042484,43.174079,52.877011,63.423609,81.135766,NaN,NaN,NaN,NaN,0.103114,0.165371,0.140650,0.142592,0.117847,0.070176,0.056080,0.054189,0.036413,0.023023,0.017825,0.015151,0.013300,0.011362,0.009105,0.006556,0.004808,0.003440,0.002648,0.002064,0.001674,0.001406,0.001203
PICT0409.JPG,34.541509,21.099086,0.017046,0.062837,26.269073,162.815675,-0.116635,1.373578,6.020170,11.601472,14.049464,17.599475,26.941225,37.759044,47.891360,61.299334,77.752078,NaN,NaN,NaN,NaN,0.094487,0.133569,0.154634,0.137025,0.146657,0.099418,0.051974,0.031750,0.025038,0.022226,0.020057,0.016835,0.014199,0.011864,0.009600,0.007443,0.005892,0.004602,0.003660,0.002937,0.002417,0.002022,0.001692
PICT0411.JPG,31.630061,20.099125,0.013691,0.046723,23.542870,151.609500,-0.045603,1.156282,4.395024,8.790048,11.723453,14.483584,22.586040,38.788472,49.281348,59.078615,70.794637,NaN,NaN,NaN,NaN,0.119104,0.162903,0.163768,0.127489,0.077828,0.059700,0.058656,0.043500,0.035192,0.031674,0.027662,0.022951,0.018486,0.014539,0.010976,0.007574,0.005328,0.003656,0.002916,0.002261,0.001685,0.001254,0.000898
PICT0412.JPG,38.715863,22.259984,0.013918,0.054918,30.015077,156.934952,-0.155221,1.162020,6.457203,12.566244,15.395874,19.476475,30.717522,46.713840,57.177852,64.744468,77.141081,NaN,NaN,NaN,NaN,0.095753,0.126044,0.143752,0.124430,0.114849,0.101903,0.055598,0.049070,0.053102,0.043744,0.027426,0.015978,0.010168,0.007579,0.006471,0.005691,0.004686,0.003691,0.002934,0.002353,0.001936,0.001582,0.001261
PICT0415.JPG,43.430462,23.739066,0.005384,0.022874,34.166545,146.370236,-0.111747,0.756385,10.736768,13.498644,16.517084,20.397351,35.110415,61.337871,68.775511,74.445349,81.911886,NaN,NaN,NaN,NaN,0.045157,0.090444,0.115876,0.090174,0.083212,0.080595,0.065135,0.045404,0.036570,0.038726,0.047726,0.060307,0.060632,0.049697,0.033892,0.021499,0.013889,0.008283,0.005270,0.003213,0.002032,0.001348,0.000920
PICT0416.JPG,44.195023,27.759683,0.014034,0.052482,32.195203,137.140882,-0.132673,1.220860,5.038972,10.077944,15.472848,20.609532,32.198734,55.149130,66.982975,78.774901,94.565588,NaN,NaN,NaN,NaN,0.145086,0.123910,0.178299,0.108579,0.076059,0.067562,0.069128,0.054474,0.041851,0.033176,0.026334,0.020950,0.015104,0.009959,0.006239,0.004669,0.003960,0.003500,0.003081,0.002638,0.002172,0.001797,0.001471
PICT0417.JPG,38.571202,22.631731,0.015321,0.058306,29.960951,160.875085,-0.057995,1.076656,8.791008,13.116528,16.074486,20.110554,29.954981,46.396466,55.854816,64.636045,79.034004,NaN,NaN,NaN,NaN,0.064705,0.110541,0.124032,0.148684,0.127184,0.084961,0.065856,0.056408,0.050793,0.042277,0.031769,0.022880,0.015631,0.010314,0.006727,0.004794,0.004291,0.004286,0.004703,0.004949,0.005038,0.004796,0.004382
PICT0426.JPG,31.633482,15.708525,0.012095,0.043906,26.093385,189.158067,0.025412,1.115160,10.460423,13.252738,15.813696,19.222625,25.647651,37.164668,43.803646,52.550390,62.895023,NaN,NaN,NaN,NaN,0.019001,0.052193,0.090168,0.101807,0.164962,0.133068,0.084299,0.070229,0.064351,0.051092,0.034279,0.023722,0.020420,0.019348,0.017901,0.014478,0.011297,0.008428,0.006366,0.004704,0.003397,0.002552,0.001938
PICT0427.JPG,39.100722,24.191189,0.015475,0.053590,29.596686,151.429445,-0.046781,1.244691,7.310242,13.020314,15.566371,19.356586,29.421460,44.305366,56.607981,71.031613,90.393421,NaN,NaN,NaN,NaN,0.084580,0.140082,0.143948,0.151159,0.116806,0.091069,0.059928,0.039060,0.030202,0.025636,0.020172,0.016271,0.015021,0.014390,0.013284,0.011047,0.008427,0.005945,0.004294,0.003090,0.002305,0.001812,0.001473
PICT0428.JPG,27.028107,16.004159,0.010371,0.035223,20.952796,161.267555,-0.047285,0.916683,6.011724,8.554781,10.196235,12.922528,20.804818,35.153411,43.363287,49.021181,56.378900,NaN,NaN,NaN,NaN,0.062653,0.128953,0.110658,0.115886,0.107411,0.094209,0.063863,0.039536,0.032357,0.036875,0.041291,0.040332,0.034171,0.026178,0.018479,0.012880,0.009447,0.006904,0.005559,0.004390,0.003372,0.002614,0.001983
PICT0429.JPG,30.736433,18.750899,0.011110,0.038299,23.464271,153.686452,-0.091465,1.003258,5.196580,9.358886,11.348532,14.206331,23.421135,40.055075,48.604173,55.286107,65.724198,NaN,NaN,NaN,NaN,0.085386,0.126608,0.140755,0.099536,0.102650,0.080537,0.055009,0.041242,0.042830,0.045715,0.042618,0.035681,0.026308,0.018243,0.012732,0.010493,0.008781,0.007205,0.005651,0.004332,0.003222,0.002497,0.001968
PICT0431.JPG,36.447666,18.065751,0.011405,0.043319,30.173172,180.737497,-0.024712,1.032014,11.635500,14.917723,17.831205,21.138414,30.126190,43.296322,51.137324,59.359046,70.773754,NaN,NaN,NaN,NaN,0.022465,0.063106,0.094318,0.137138,0.129548,0.112785,0.091996,0.077377,0.060883,0.048075,0.037646,0.028795,0.022525,0.018173,0.014823,0.011646,0.008732,0.006158,0.004486,0.003296,0.002544,0.001978,0.001508
PICT0432.JPG,22.371107,11.877711,0.009633,0.032317,18.344979,191.528839,0.061697,0.893612,7.281171,8.876903,10.315662,11.998293,17.693911,27.833521,33.824448,39.570058,45.606870,NaN,NaN,NaN,NaN,0.019284,0.041919,0.103828,0.135435,0.119429,0.087544,0.070884,0.062949,0.057989,0.051375,0.042639,0.035145,0.029401,0.025733,0.023439,0.021752,0.019202,0.016246,0.012639,0.009367,0.006369,0.004434,0.002997
PICT0434.JPG,39.942508,20.821656,0.008291,0.033735,31.957671,160.751276,-0.103910,0.908932,10.888624,13.470605,16.614752,21.333001,32.847356,50.958951,59.804118,66.731423,75.105708,NaN,NaN,NaN,NaN,0.041878,0.096746,0.092894,0.105892,0.120078,0.088697,0.066706,0.069147,0.062429,0.052916,0.048702,0.044554,0.035779,0.025144,0.015379,0.009591,0.006643,0.004701,0.003681,0.002897,0.002327,0.001835,0.001383
PICT0435.JPG,41.749400,25.506941,0.015260,0.061412,31.049144,146.028830,-0.252393,1.173513,5.232197,10.464394,14.873187,18.951644,33.724216,50.561490,59.676456,68.985709,86.891091,NaN,NaN,NaN,NaN,0.128484,0.143079,0.106428,0.108438,0.106293,0.102379,0.075776,0.062802,0.048521,0.031448,0.019762,0.013376,0.009818,0.007593,0.006060,0.005055,0.004528,0.004156,0.003876,0.003567,0.003232,0.002860,0.002468
PICT0436.JPG,40.350365,25.606138,0.013813,0.046213,30.200213,141.677368,-0.034377,1.111579,6.806353,12.724769,15.075349,18.673541,29.442690,48.868411,62.056199,75.709165,92.490545,NaN,NaN,NaN,NaN,0.090842,0.151732,0.121529,0.155705,0.111717,0.058614,0.052804,0.050160,0.036823,0.028049,0.026416,0.023794,0.019358,0.015889,0.013713,0.011667,0.009187,0.006758,0.004910,0.003581,0.002735,0.002197,0.001821
PICT0464.JPG,40.117358,25.414502,0.015292,0.057008,29.456523,146.465771,-0.113901,1.145227,5.415229,10.830457,14.765442,18.079581,29.575786,48.989295,58.527732,70.587892,87.766386,NaN,NaN,NaN,NaN,0.124141,0.176076,0.148383,0.105359,0.080877,0.079193,0.074628,0.053869,0.035394,0.027156,0.022323,0.016881,0.012372,0.008927,0.006530,0.005721,0.005209,0.004686,0.003842,0.003048,0.002300,0.001759,0.001327
PICT0466.JPG,40.876256,26.588614,0.015586,0.055852,29.426276,141.775893,-0.132850,1.262542,4.903424,9.806848,14.488280,18.588273,30.001364,48.576786,58.620307,75.023120,94.557232,NaN,NaN,NaN,NaN,0.137099,0.142328,0.144942,0.136643,0.071505,0.086295,0.074545,0.048216,0.029267,0.019972,0.018484,0.017937,0.016022,0.013228,0.010199,0.007573,0.006073,0.004977,0.004225,0.003512,0.002836,0.002295,0.001826
PICT0467.JPG,35.729435,25.043764,0.017000,0.056397,26.139199,141.625014,-0.014467,1.284041,5.225276,10.450551,13.036187,15.957002,25.224279,39.659201,54.313460,69.394966,90.552083,NaN,NaN,NaN,NaN,0.108861,0.167921,0.154831,0.126397,0.112777,0.070919,0.043701,0.033152,0.024399,0.022136,0.021861,0.020187,0.016659,0.012705,0.009365,0.007814,0.007597,0.007713,0.007770,0.007333,0.006439,0.005337,0.004127
PICT0468.JPG,31.276048,17.328624,0.015474,0.056774,25.022804,180.641765,0.123213,0.998457,10.299089,12.508848,14.746567,16.978787,23.631082,35.988364,44.960731,53.345836,64.214585,NaN,NaN,NaN,NaN,0.035024,0.103629,0.184656,0.170467,0.112196,0.091031,0.070326,0.047949,0.034695,0.033750,0.029954,0.022037,0.015589,0.011325,0.008614,0.006869,0.005487,0.004317,0.003546,0.002894,0.002350,0.001871,0.001424
PICT0471.JPG,29.970969,16.078411,0.012655,0.049072,23.682622,177.819790,-0.131282,1.043101,8.524174,10.439369,12.723911,16.158192,25.239374,35.074847,41.360916,48.727943,61.286295,NaN,NaN,NaN,NaN,0.040875,0.100476,0.102439,0.083483,0.124175,0.111870,0.095123,0.092521,0.063030,0.041754,0.031833,0.023129,0.017376,0.013419,0.010622,0.009173,0.008267,0.007404,0.006267,0.005295,0.004470,0.003798,0.003201
PICT0473.JPG,29.139476,18.082591,0.016113,0.061343,21.538392,161.570584,-0.154316,1.275483,3.548863,7.097726,10.835933,13.476468,22.044476,34.283620,41.828643,49.801208,64.879920,NaN,NaN,NaN,NaN,0.147502,0.170281,0.144203,0.119945,0.108173,0.078118,0.059069,0.045895,0.030726,0.020640,0.014598,0.012181,0.011448,0.010111,0.007913,0.005551,0.003967,0.002765,0.002170,0.001695,0.001330,0.001009,0.000710
PICT0474.JPG,33.701012,20.606981,0.016550,0.065155,25.197238,160.414167,-0.082927,1.214890,4.700815,9.401630,13.220702,15.922717,24.610442,39.784824,49.168265,58.870179,70.972307,NaN,NaN,NaN,NaN,0.131531,0.197997,0.163450,0.117354,0.092549,0.076921,0.052282,0.041435,0.032171,0.026448,0.020794,0.013727,0.008194,0.005138,0.003948,0.003678,0.003204,0.002656,0.002043,0.001566,0.001215,0.000956,0.000745
PICT0475.JPG,37.929019,21.679066,0.015669,0.064661,29.299954,160.237563,-0.165257,1.181730,6.712212,12.692714,15.179201,19.147146,30.368066,44.347639,54.567587,62.986481,75.620729,NaN,NaN,NaN,NaN,0.092116,0.143438,0.102612,0.157735,0.144010,0.088913,0.055701,0.050832,0.046682,0.034826,0.023187,0.015519,0.010684,0.007388,0.005092,0.003912,0.003257,0.002800,0.002546,0.002375,0.002283,0.002134,0.001956
